Ref,Val,Package,PosX,PosY,Rot,Side
"U6","MCP7940N-xSN","DFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.5mm",96.350006,-99.100024,0.000000,top
"U6","MCP7940N-xSN","DFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.5mm",96.350006,-116.100033,0.000000,top
"U6","MCP7940N-xSN","DFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.5mm",49.349997,-65.100006,0.000000,top
"U6","MCP7940N-xSN","DFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.5mm",49.349997,-48.099997,0.000000,top
"U6","MCP7940N-xSN","DFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.5mm",49.349997,-82.100015,0.000000,top
"U6","MCP7940N-xSN","DFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.5mm",96.350006,-65.100006,0.000000,top
"U6","MCP7940N-xSN","DFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.5mm",96.350006,-48.099997,0.000000,top
"U6","MCP7940N-xSN","DFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.5mm",96.350006,-82.100015,0.000000,top
"U7","FT232RQ","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",35.462497,-53.199997,270.000000,top
"U7","FT232RQ","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",82.462506,-87.200015,270.000000,top
"U7","FT232RQ","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",82.462506,-104.200024,270.000000,top
"U7","FT232RQ","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",35.462497,-70.200006,270.000000,top
"U7","FT232RQ","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",82.462506,-70.200006,270.000000,top
"U7","FT232RQ","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",35.462497,-121.200033,270.000000,top
"U7","FT232RQ","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",82.462506,-121.200033,270.000000,top
"U7","FT232RQ","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",35.462497,-104.200024,270.000000,top
"U7","FT232RQ","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",35.462497,-87.200015,270.000000,top
"U7","FT232RQ","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",82.462506,-53.199997,270.000000,top
"U8","ZXBM5210-S","SOIC-8_3.9x4.9mm_P1.27mm",111.250006,-120.500033,270.000000,top
"U8","ZXBM5210-S","SOIC-8_3.9x4.9mm_P1.27mm",64.249997,-52.499997,270.000000,top
"U8","ZXBM5210-S","SOIC-8_3.9x4.9mm_P1.27mm",64.249997,-120.500033,270.000000,top
"U8","ZXBM5210-S","SOIC-8_3.9x4.9mm_P1.27mm",111.250006,-69.500006,270.000000,top
"U8","ZXBM5210-S","SOIC-8_3.9x4.9mm_P1.27mm",64.249997,-86.500015,270.000000,top
"U8","ZXBM5210-S","SOIC-8_3.9x4.9mm_P1.27mm",64.249997,-69.500006,270.000000,top
"U8","ZXBM5210-S","SOIC-8_3.9x4.9mm_P1.27mm",111.250006,-86.500015,270.000000,top
"U8","ZXBM5210-S","SOIC-8_3.9x4.9mm_P1.27mm",64.249997,-103.500024,270.000000,top
"U8","ZXBM5210-S","SOIC-8_3.9x4.9mm_P1.27mm",111.250006,-103.500024,270.000000,top
"U8","ZXBM5210-S","SOIC-8_3.9x4.9mm_P1.27mm",111.250006,-52.499997,270.000000,top
"Y2"," 32.768 kHz","Crystal_SMD_2012-2Pin_2.0x1.2mm",45.699997,-99.200024,270.000000,top
"Y2"," 32.768 kHz","Crystal_SMD_2012-2Pin_2.0x1.2mm",92.700006,-48.199997,270.000000,top
"Y2"," 32.768 kHz","Crystal_SMD_2012-2Pin_2.0x1.2mm",92.700006,-82.200015,270.000000,top
"Y2"," 32.768 kHz","Crystal_SMD_2012-2Pin_2.0x1.2mm",92.700006,-116.200033,270.000000,top
"Y2"," 32.768 kHz","Crystal_SMD_2012-2Pin_2.0x1.2mm",45.699997,-48.199997,270.000000,top
"Y2"," 32.768 kHz","Crystal_SMD_2012-2Pin_2.0x1.2mm",92.700006,-99.200024,270.000000,top
"Y2"," 32.768 kHz","Crystal_SMD_2012-2Pin_2.0x1.2mm",45.699997,-82.200015,270.000000,top
"Y2"," 32.768 kHz","Crystal_SMD_2012-2Pin_2.0x1.2mm",45.699997,-65.200006,270.000000,top
"Y2"," 32.768 kHz","Crystal_SMD_2012-2Pin_2.0x1.2mm",92.700006,-65.200006,270.000000,top
"Y2"," 32.768 kHz","Crystal_SMD_2012-2Pin_2.0x1.2mm",45.699997,-116.200033,270.000000,top
